[2022-10-14 10:00:30,332][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 14:47:15,021][set_app.py 595][INFO]: 退出登录成功，用例无异常！
[2022-10-14 14:47:18,415][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 14:47:21,078][set_app.py 47][INFO]: APP关闭！
[2022-10-14 14:48:02,759][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 14:48:12,545][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 14:48:25,689][set_app.py 595][INFO]: 退出登录成功，用例无异常！
[2022-10-14 14:48:28,897][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 14:48:31,591][set_app.py 47][INFO]: APP关闭！
[2022-10-14 14:49:15,503][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 14:49:25,599][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 14:49:37,206][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 14:49:39,817][set_app.py 47][INFO]: APP关闭！
[2022-10-14 14:52:27,549][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 14:52:37,306][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 14:52:53,357][set_app.py 595][INFO]: 退出登录成功，用例无异常！
[2022-10-14 14:52:56,747][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 14:52:59,310][set_app.py 47][INFO]: APP关闭！
[2022-10-14 14:55:08,411][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 14:55:19,010][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 14:55:35,450][set_app.py 595][INFO]: 退出登录成功，用例无异常！
[2022-10-14 14:55:38,839][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 14:55:41,419][set_app.py 47][INFO]: APP关闭！
[2022-10-14 14:59:42,913][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 14:59:52,674][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 15:00:08,914][set_app.py 595][INFO]: 退出登录成功，用例无异常！
[2022-10-14 15:00:12,156][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 15:00:14,624][set_app.py 47][INFO]: APP关闭！
[2022-10-14 15:01:41,394][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 15:01:52,054][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 15:02:04,868][set_app.py 595][INFO]: 退出登录成功，用例无异常！
[2022-10-14 15:02:08,162][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 15:02:10,752][set_app.py 47][INFO]: APP关闭！
[2022-10-14 15:02:35,461][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 15:02:45,068][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 15:02:57,916][set_app.py 595][INFO]: 退出登录成功，用例无异常！
[2022-10-14 15:03:01,186][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 15:03:04,418][set_app.py 47][INFO]: APP关闭！
[2022-10-14 15:03:28,326][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 15:03:38,252][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 15:03:54,196][set_app.py 595][INFO]: 退出登录成功，用例无异常！
[2022-10-14 15:03:57,481][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 15:04:00,089][set_app.py 47][INFO]: APP关闭！
[2022-10-14 15:10:54,879][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 15:11:06,251][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 15:11:10,886][set_app.py 47][INFO]: APP关闭！
[2022-10-14 15:11:34,658][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 15:11:44,344][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 15:11:58,036][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 15:12:00,671][set_app.py 47][INFO]: APP关闭！
[2022-10-14 15:13:14,642][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 15:13:24,532][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 15:13:40,144][set_app.py 594][INFO]: 退出登录成功，用例无异常！
[2022-10-14 15:13:43,921][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 15:13:46,560][set_app.py 47][INFO]: APP关闭！
[2022-10-14 15:14:58,745][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 15:15:09,027][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 15:15:25,228][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 15:15:27,800][set_app.py 47][INFO]: APP关闭！
[2022-10-14 15:16:20,826][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 15:16:31,241][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 15:16:52,517][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 15:16:55,165][set_app.py 47][INFO]: APP关闭！
[2022-10-14 15:21:01,910][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 15:21:11,361][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 15:21:32,479][set_app.py 594][INFO]: 退出登录成功，用例无异常！
[2022-10-14 15:21:35,953][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 15:21:38,335][set_app.py 47][INFO]: APP关闭！
[2022-10-14 15:30:46,438][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 15:30:56,301][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 15:31:06,351][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 15:31:09,010][set_app.py 47][INFO]: APP关闭！
[2022-10-14 15:31:54,890][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 15:32:05,068][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 15:32:15,416][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 15:32:18,073][set_app.py 47][INFO]: APP关闭！
[2022-10-14 15:39:58,208][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 15:40:08,653][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 15:40:19,307][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 15:40:21,961][set_app.py 47][INFO]: APP关闭！
[2022-10-14 16:17:32,438][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 16:17:42,204][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 16:17:52,655][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 16:17:55,785][set_app.py 47][INFO]: APP关闭！
[2022-10-14 16:26:20,097][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 16:26:29,957][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 16:26:46,165][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 16:26:48,946][set_app.py 47][INFO]: APP关闭！
[2022-10-14 16:28:40,296][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 16:28:50,364][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 16:29:00,639][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 16:29:03,693][set_app.py 47][INFO]: APP关闭！
[2022-10-14 16:30:30,351][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 16:30:40,130][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 16:30:50,555][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 16:30:53,168][set_app.py 47][INFO]: APP关闭！
[2022-10-14 16:31:51,721][set_app.py 40][INFO]: APP启动并允许所有权限！
[2022-10-14 16:32:01,879][set_app.py 66][INFO]: 使用密码登录成功，用例无异常！
[2022-10-14 16:32:15,701][set_app.py 96][INFO]: 判断是否记住密码用例通过，无异常！
[2022-10-14 16:32:18,459][set_app.py 47][INFO]: APP关闭！
